bias_impact,avg_sentiment_polarity,price,size_mb,log_reviews,log_installs,predicted_log_installs,install_shift_due_to_bias
-0.040000000000000036,0.1179166666666666,0.0,14.0,6.875232087276577,13.122365377402328,11.778365750541793,-0.052404582489339546
-0.020000000000000462,0.2684828944203944,0.0,33.0,9.531843992903474,13.815511557963774,13.742694651643204,-0.02620229124467066
-0.009999999999999787,0.4126488095238095,0.0,39.0,12.17673136962806,15.424948670398354,15.796735515258794,-0.013101145622334442
-0.019999999999999574,0.2603703703703703,0.0,12.0,6.484635235635252,11.51293546492023,11.360493602118455,-0.026202291244668885
-0.41000000000000014,0.1718359526825084,0.0,25.0,9.91645313492615,13.122365377402328,13.710425953264938,-0.5371469705157246
-0.019999999999999574,0.2701515151515151,0.0,6.1,5.318119993844216,11.51293546492023,10.419041769133248,-0.026202291244668885
-0.009999999999999787,0.3609907670454546,0.0,11.0,8.524367395164237,11.51293546492023,13.00355670415135,-0.013101145622332666
-0.040000000000000036,0.0994526143790849,0.0,11.0,6.923628628138427,11.51293546492023,11.860808897851536,-0.052404582489339546
-0.019999999999999574,0.2646154758654758,0.0,12.943396226415096,10.508895818788067,15.424948670398354,14.732477825983906,-0.026202291244668885
-0.03000000000000025,0.2048395689349636,0.0,24.0,12.069863384901188,16.118095750958314,15.996504416538414,-0.03930343686700155
-0.03000000000000025,0.241125992063492,0.0,17.0,8.958668737047434,11.51293546492023,13.404390882424078,-0.039303436867005104
-0.019999999999999574,0.3085747474747474,0.0,2.4,7.796469243086058,11.51293546492023,12.49763460823878,-0.026202291244668885
-0.020000000000000462,0.2956603213254998,0.0,27.0,8.714567550836485,11.51293546492023,13.079580853401353,-0.02620229124467066
-0.020000000000000462,0.2877923040754261,0.0,16.0,12.513266861915456,16.118095750958314,16.37120195393959,-0.026202291244665332
-0.05999999999999961,-0.1333333333333332,0.0,2.9,6.902742737158593,11.51293546492023,12.099377142876122,-0.07860687373400665
-0.019999999999999574,0.2881385281385282,0.0,38.0,5.855071922202427,11.51293546492023,10.591926555345108,-0.026202291244668885
-0.009999999999999787,0.4135451680672268,0.0,20.036807291666666,9.500993027872797,13.815511557963774,13.701797164118709,-0.013101145622336219
-0.009999999999999787,0.4344380276492345,0.0,20.036807291666666,11.094177529405146,13.815511557963774,15.02200274082635,-0.013101145622334442
-0.06000000000000005,-0.0634218931475028,0.0,21.0,7.461640392208575,13.122365377402328,12.355878539145824,-0.07860687373401021
0.0,0.4890251068376068,0.0,14.0,8.382518288089635,11.51293546492023,12.754050726137747,0.0
-0.040000000000000036,0.0991203703703703,0.0,25.0,9.056373008678756,13.815511557963774,13.539416383778637,-0.05240458248933777
-0.029999999999999805,0.1999936618165784,0.0,13.795744680851064,11.64145939103446,16.118095750958314,15.724570648226392,-0.03930343686700333
-0.03000000000000025,0.1531217345872518,0.0,24.0,7.732369222284388,13.122365377402328,12.397416408904682,-0.039303436867005104
-0.009999999999999787,0.4306034482758621,0.0,8.2,6.161207321695077,11.51293546492023,10.975020591702894,-0.013101145622334442
-0.040000000000000036,0.0825176993840899,0.0,13.253663862179488,13.609815148633531,18.420680753952364,17.47986404959194,-0.05240458248933777
-0.040000000000000036,0.115840791609706,0.0,13.253663862179488,12.41437054342788,16.118095750958314,16.443818833642986,-0.05240458248933777
-0.03000000000000025,0.2387310606060605,0.0,13.253663862179488,13.025986829231304,16.118095750958314,16.85724018339019,-0.039303436867005104
-0.03000000000000025,0.25,0.0,4.2,6.037870919922137,11.51293546492023,11.04540271558146,-0.039303436867005104
-0.019999999999999574,0.2777048112144266,0.0,13.253663862179488,12.221606370091424,16.118095750958314,16.157870435734615,-0.026202291244668885
-0.02999999999999936,0.2455511849261849,0.0,5.9,11.412762529570834,15.424948670398354,15.554868562373754,-0.03930343686700333
-0.03000000000000025,0.2093258302268718,0.0,17.0,9.770356079932933,13.815511557963774,14.116354572836693,-0.039303436867005104
-0.019999999999999574,0.3425324877668627,0.0,37.0,11.360275325435731,15.424948670398354,15.178573501685527,-0.026202291244668885
-0.010000000000000675,0.354636544011544,0.0,6.8,7.904703913873747,13.815511557963774,12.522908878727122,-0.013101145622336219
-0.019999999999999574,0.2726303043825365,0.0,13.253663862179488,11.07463753349456,15.424948670398354,15.198184582758234,-0.026202291244668885
-0.040000000000000036,0.1068702125420875,0.0,13.253663862179488,9.029178142902074,16.118095750958314,13.605809252889708,-0.052404582489339546
-0.010000000000000675,0.3852300027300027,0.0,10.0,9.081256218564643,13.815511557963774,13.457535461828527,-0.013101145622336219
-0.020000000000000462,0.3404504504504504,0.0,6.1,10.844861064777746,13.815511557963774,15.000841177760385,-0.02620229124467066
-0.010000000000000675,0.3994312583967757,0.0,2.1,10.312479766420449,13.815511557963774,14.544465696032594,-0.013101145622336219
-0.029999999999999805,0.2426242236024844,0.0,42.0,5.056245805348308,13.122365377402328,9.916515098328837,-0.039303436867005104
-0.02999999999999936,0.1968252349502349,0.0,13.922886181382276,12.291015634880166,17.72753358339242,16.272622130037334,-0.03930343686700155
-0.03000000000000025,0.2478112203112203,0.0,13.922886181382276,11.170322473618691,15.424948670398354,15.28305312887855,-0.039303436867005104
-0.009999999999999787,0.3937034821903243,0.0,3.9,8.402679804627477,13.122365377402328,12.92920529385427,-0.013101145622332666
0.02999999999999936,0.75,0.0,18.0,11.039283223998446,16.118095750958314,14.752403049430027,0.03930343686700333
-0.06000000000000005,-0.0610827285459638,0.0,13.922886181382276,14.06173371435433,17.72753358339242,17.961286133196324,-0.07860687373400665
-0.009999999999999787,0.3997373642439432,0.0,13.922886181382276,11.982135029029635,16.118095750958314,15.850983556975736,-0.013101145622334442
-0.4899999999999993,0.0279725829725829,0.0,3.2,12.148665965580626,15.424948670398354,15.794871143159822,-0.6419561354944019
